CNS,COD_IDENTIFICACAO_UNICA,DAT_INSTALACAO,DSC_BAIRRO_SERVENTIA,DSC_CEP_SERVENTIA,DSC_COMPLEMENTO,DSC_DENOMINACAO_SERVENTIA,DSC_DISTRITO,DSC_EMAIL_SERVENTIA,DSC_END_SERVENTIA,DSC_SUB_DISTRITO,DS_CIDADE,FLG_STATUS,IND_TIPO_SITUACAO,IND_UF,NUM_CNPJ_SERVENTIA,NUM_FAX_SERVENTIA,SEQ_DADOS_SERVENTIA,atribuicoes,cidade,cidade_id,decisao_atual,estado,estado_id,estado_sigla,num_telefone_serventia,num_telefone_serventia_2,responsavel
09.216-3,092163,1927-12-10,Centro,20081000,,Ofício de Notas e Registro de Contratos Marítimos,,fabio@cartoriomaritimo.com.br,"Rua Acre, nº 28 - Loja e Sobreloja",,RIO DE JANEIRO,1,0,RJ,27194133000100,2122533459,4025,Notas -> Registro de Contratos Marítimos,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2122533459,,ALOIR MELCHIADES DE SOUZA
08.857-5,088575,1913-02-15,CENTRO,20010020,,11° OFÍCIO DE NOTAS,,capital11notasoficio@outlook.com,RUA SÃO JOSÉ N° 20 - A,,RIO DE JANEIRO,1,0,RJ,30715627000190,2122201499,4037,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125336844,2122201499,BERKY PIMENTEL DA SILVA
09.367-4,093674,1937-08-07,CENTRO,20011001,,TABELIONATO DO 4º OFICIO DE PROTESTO DE TITULOS,,QUATRODEPROTESTO@GMAIL.COM,"RUA DA ASSEMBLEIA, 10 SALAS 2114 A 2122",,RIO DE JANEIRO,1,0,RJ,27128883000176,2125311977,4043,Protesto de Títulos,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125311977,,MONICA DANTAS FERREIRA
09.364-1,093641,1890-01-10,Centro,20020000,grupos 101 a108,Tabelionato do 1º Ofício de Protesto de Títulos do Rio de Janeiro,,1protestorj@gmail.com,"Av. Erasmo Braga, 227",,RIO DE JANEIRO,1,0,RJ,27586775000147,2125313425,4045,Protesto de Títulos,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125313426,,LéO BARROS ALMADA
08.864-1,088641,1918-03-18,Centro,20040030,,15° Ofício de Notas da Comarca da Capital do Estado do Rio de Janeiro,,tatianamoreira@cartorio15.com.br,"Rua do Ouvidor, 89",,RIO DE JANEIRO,1,0,RJ,27150648000109,2132332600,4046,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2132332600,,FERNANDA DE FREITAS LEITãO
08.854-2,088542,1941-06-14,Centro,20010170,,10º Ofício de Registro de Imóveis,,10of.ri@mundivox.com.br,"Travessa do Paço, 23, sala 1103",,RIO DE JANEIRO,1,0,RJ,30714950000149,2125338763,4047,Registro de Imóveis,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125338177,2125338763,MARIO GONçALVES
09.370-8,093708,1912-02-01,Centro,20011000,,Terceiro Ofício do Registro de Distribuição,,3ord@3ord.com.br,Rua da Assembléia 58 - 12º andar,,RIO DE JANEIRO,1,0,RJ,27532571000123,2122629543,4049,Registro de Distribuição,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2122629543,,DOMINGOS HENRIQUE LEAL BRAUNE
08.973-0,089730,1995-03-13,CENTRO,20051070,,CARTORIO 9º OFICIO DE NOTAS,,CARTORIO9OFICIODENOTAS@GMAIL.COM,"LARGO DE SÃO FRANCISCO DE PAULA, Nº42 LOJAS B/C",,RIO DE JANEIRO,1,0,RJ,27128982000158,2122216996,4051,Notas,Rio de Janeiro,3241,VAGO,Rio de Janeiro,19,RJ,2122322281,2125077324,CLAUDIO ROBERTO DIB FERREIRA
09.335-1,093351,1938-04-20,CENTRO,20040040,,RIO DE JANEIRO CARTÓRIO DO 23° OFÍCIO DE NOTAS,RIO DE JANEIRO,deboraspv@hotmail.com,"TRAVESSA DO OUVIDOR, Nº 15, LOJA",CAPITAL,RIO DE JANEIRO,1,0,RJ,23457875000112,2125092665,4080,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125092665,21999925976,DEBORA DOS SANTOS PIMENTEL VIEGAS
08.915-1,089151,1904-03-22,CENTRO,20020010,,3º OFICIO DE REGISTRO DE IMOVEIS,,c3ofrirj@terra.com.br,AV. PRESIDENTE ANTONIO CARLOS 607 9º ANDAR,,RIO DE JANEIRO,1,0,RJ,30715346000137,2125245711,4081,Registro de Imóveis,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125339620,,ANTONIO MARINS PEIXOTO FILHO
08.974-8,089748,1937-12-04,centro,20020100,,cartorio 9º oficio do registro de distribuição,,info@9oficio.com.br,avenida nilo peçanha 26 grupo 601,,RIO DE JANEIRO,1,0,RJ,27586239000141,2132317703,4083,Registro de Distribuição,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2132317703,,MARCIO BAROUKEL DE SOUZA BRAGA
08.970-6,089706,1874-02-11,Catete,22220070,Loja - B,Cartório 6º Ofício de Notas,,cartorio@sextooficiorj.com.br,"Rua. Artur Bernardes,14",,RIO DE JANEIRO,1,0,RJ,30714976000197,,4105,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125090334,,CARLOS ALEXANDRE BRITO SOUSA
08.960-7,089607,1937-09-25,CENTRO,20031005,,CARTÓRIO 24º OFICIO DE NOTAS,CENTRO,CARTORIO@24OFICIO.COM.BR,"AVENIDA ALMIRANTE BARROS, 139- LOJA C -SOBRELOJA 503",,RIO DE JANEIRO,1,0,RJ,27128925000179,2135536085,4107,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2135536021,,JOSÉ MARIO PINHEIRO PINTO
08.979-7,089797,1888-10-31,Centro,20030001,,Cartório de RCPN da 2ª Circunscrição da Capital,,cartorio3rcpncapital@hotmail.com,"Avenida Graça Aranha, nº 416, Salas 601/607",,RIO DE JANEIRO,0,0,RJ,02867718000105,2122155109,4108,Registro Civil das Pessoas Naturais,Rio de Janeiro,3241,VAGO,Rio de Janeiro,19,RJ,2125332033,,
08.855-9,088559,1905-02-01,CENTRO,20020100,LOJA; SOBRELOJA; 2º e 3º ANDAR,10º serviço notarial,,10.notarial@gmail.com,"AV. NILO PEÇANHA, 26",,RIO DE JANEIRO,1,0,RJ,30714851000167,2125245332,4118,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125245332,,CLAUDIO ANTONIO MATTOS DE SOUZA
08.893-0,088930,1937-09-15,CENTRO,20020000,LOJA A,21º OFÍCIO DE NOTAS,,cartorio@21oficiodenotas.com.br,"AVENIDA ERASMO BRAGA, 255",,RIO DE JANEIRO,1,0,RJ,24031895000190,,4127,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125322121,2125332121,VANELE ROCHA FALCÃO CÉSAR 
08.861-7,088617,1994-10-10,centro,20040006,,13o Ofício de Notas,,trezenotas@openlink.com.br,Av. Rio Branco 135 salas 312/319,,RIO DE JANEIRO,1,0,RJ,30715221000107,2122248423,4133,Notas,Rio de Janeiro,3241,PENDÊNCIA JUDICIAL CAPAZ DE AFASTAR A ANÁLISE DO CASO PELO CNJ.,Rio de Janeiro,19,RJ,2122248423,2122521611,LUIZ FERNANDO CARVALHO DE FARIA
08.928-4,089284,1924-03-06,CENTRO,20040006,,5º OFÍCIO DO REGISTRO DE DISTRIBUIÇÃO,,quintodistribuidor@hotmail.com,"AVENIDA RIO BRANCO, 131, 11 ANDAR",,RIO DE JANEIRO,1,0,RJ,00587117000113,,4138,Registro de Distribuição,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125095543,2125095935,DULCINÉA DAFLON FERRO CARNOTA
08.862-5,088625,1926-12-01,Madureira,21351040,,14º Registro Civil das Pessoas Naturais e Tabelionato,,14rcpntabmadureira@uol.com.br,Rua Dagmar da Fonseca n°118,,RIO DE JANEIRO,1,0,RJ,27109834000196,2124524927,4146,Registro Civil das Pessoas Naturais,Rio de Janeiro,3241,VAGO,Rio de Janeiro,19,RJ,2124519179,,FABIO LOPES DIAS
09.314-6,093146,1889-09-02,TIJUCA,20520170,,OITAVO REGISTRO CIVIL E TABELIONATO DA COMARCA DA CAPITAL - RJ,,cartorio@8rcpn.com.br,"RUA DR. PEREIRA DOS SANTOS, 25",,RIO DE JANEIRO,1,0,RJ,30918833000105,2122982024,4151,Notas -> Registro Civil das Pessoas Naturais,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2122982022,,DANIEL NILSON RIBEIRO
08.863-3,088633,1913-01-02,Copacabana,22060001,,14º Oficio de Notas,,concelinahsouza@terra.com.br,"Avenida Nossa Senhora de Copacabana, 895- sobreloja",,RIO DE JANEIRO,1,0,RJ,27128941000161,2125483646,4260,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2122571985,2125483646,CONCELINA HENRIQUE DE SOUZA
08.867-4,088674,1995-02-23,Centro,20011020,,17o.Oficio de Notas  da Comarca da Capital,,17oficiocarlosfirmo@gmail.com,"Rua do Carmo,63",,RIO DE JANEIRO,1,0,RJ,27128875000120,2121079861,4515,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2121079800,2121079806,CARLOS ALBERTO FIRMO OLIVEIRA
09.112-4,091124,1874-02-03,Botafogo,22281031,,Cartório do Quinto Ofício de Notas,,quintodenotasrj@uol.com.br,Rua Real Grandeza nr 193 Loja 1 e 11,,RIO DE JANEIRO,1,0,RJ,30715064000130,2125392974,4986,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2122862433,2122243018,ELMANO GOMES CARDIM JUNIOR
08.887-2,088872,1565-09-20,CENTRO,20040001,,1º OFICIO DE NOTAS DA CAPITAL,,jbritto@1oficio.com.br,"AV. RIO BRANCO Nº 120, SOBRELOJA 20",,RIO DE JANEIRO,1,0,RJ,27128818000140,2147483647,5334,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2125054360,,JOSÉ DE BRITTO FREIRE FILHO
08.939-1,089391,1874-02-14,Centro,20011901,,8º OFICIO DE NOTAS,,atendimento@8oficio.com.br,Rua da Assembléia 10 sala 1016,,RIO DE JANEIRO,1,0,RJ,30714901000106,2124632958,5486,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2124632958,,GUSTAVO BANDEIRA DA ROCHA OLIVEIRA
08.865-8,088658,1918-01-02,ipanema,22410000,sobreloja 205/206,16 oficio de notas,,cartorio16notas@gmail.com,rua visconde de piraja 82,,RIO DE JANEIRO,1,0,RJ,27128958000119,2122478996,7443,Notas,Rio de Janeiro,3241,PROVIDO,Rio de Janeiro,19,RJ,2122478995,,OLIVIA MOTTA SCISINIO DIAS
11.130-2,111302,1941-10-25,Liberdade,01503010,,17º Tabelião de Notas da Capital,São Paulo,contato@17tabeliao.com.br,"Praça da Liberdade, 84",Liberdade,SAO PAULO,1,0,SP,45572666000152,1132912528,9008,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132912500,,JUSSARA CITRONI MODANEZE
11.371-2,113712,1984-05-07,Centro,01013000,6andar - cj 604,7º Oficial de Registro de Títulos e Documentos e Civil de Pessoa Jurídica,,marina@7rtd.com.br,Rua Quinze de Novembro 184,,SAO PAULO,1,1,SP,53452256000104,,8631,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1133777677,1133777668,JOSé ANTONIO MICHALUAT
11.370-4,113704,1908-09-02,SÉ - CENTRO,1005000,,7° Tabelião de Notas da Capital,SÃO PAULO,7tabnotassp@uol.com.br,RUA BENJAMIN CONSTANT 177,SÉ,SAO PAULO,1,0,SP,45566445000171,1132931401,8645,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132931400,,ALDEMIR REIS
11.264-9,112649,1920-05-26,Centro,01006010,Conjunto 110,2º Oficial de Registro de Títulos e Documentos e Civil de Pessoa Jurídica,,gdomingues@2rtd.com.br,"Rua Senador Paulo Egídio, 72",Sé,SAO PAULO,1,0,SP,45565272000177,1131015631,8659,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131015631,1131154013,GENTIL DOMINGUES DOS SANTOS
11.122-9,111229,1937-08-02,PINHEIROS,5418010,,14º TABELIÃO VAMPRÉ,,paulo@tabeliaovampre.com.br,"RUA ANTONIO BICUDO, 64",,SAO PAULO,1,0,SP,45565686000104,1130880292,8677,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1130654500,1130613310,PAULO TUPINAMBA VAMPRE
11.376-1,113761,1992-07-27,CENTRO,10140000,2º andar - conjunto a b c,9 OFICIAL DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DE PESSOA JURIDICA,,oficial@9rtd.com.br,RUA BOA VISTA 314,,SAO PAULO,1,0,SP,68157387000128,1131014501,8685,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131014501,1131014563,ALFREDO CRISTIANO CARVALHO HOMEM
11.532-9,115329,1967-02-25,VILA FORMOSA,03356001,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 46º SUBDISTRITO DE VILA FORMOSA-CAPITAL,SÃO PAULO,cart46@uol.com.br,"AV. DR. EDUARDO COTCHING, 1649",VILA FORMOSA,SAO PAULO,1,0,SP,47433396000124,,8692,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1126747501,1126744086,DJALMA SEMEGHINI TOMBI
11.357-1,113571,1927-12-26,Consolação,1303050,,5 Registro de Imóveis de São Paulo,Consolação,sergiojacomino@gmail.com,"Rua Marquês de Paranaguá, 359","Santa Ifigênia,",SAO PAULO,1,0,SP,45592979000172,1132568161,8696,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132180526,,SéRGIO JACOMINO
11.363-9,113639,1893-09-19,CHACARA SANTO ANTONIO,4715005,,5º tabelionato de Notas de São Paulo,SÃO PAULO,quintotab@quintotab.com.br,"RUA AMERICO BRASILIENSE, 2154",,SAO PAULO,1,0,SP,45572641000159,1151805500,8700,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1151805500,,JOSé ROBERTO PACHECO FRANçA
11.128-6,111286,1911-03-03,BELA VISTA,01318002,,17º OFICIAL DE REGISTRO CIVIL SUBDISTRITO BELA VISTA,SAO PAULO,cartorio17belavista@gmail.com,"AVENIDA BRIGADEIRO LUIS ANTONIO, 1702",BELA VISTA,SAO PAULO,1,0,SP,00490817000195,1132849000,8702,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132849000,,FLAVIA BENITO TEIXEIRA
12.226-7,122267,1952-08-01,Jaraguá,02991000,,RCPN e Tab. de Notas do Distrito do Jaraguá,Jaraguá,cartoriojaragua@cartoriojaragua.com.br,Estrada de Taipas nº 1085,,SAO PAULO,1,0,SP,45576410000113,1139446418,8705,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1139446400,1139446406,MONETE HIPóLITO SERRA
11.541-0,115410,1926-03-23,Tucuruvi,02330001,,"Oficial de Registro Civil das Pessoas Naturais e Anexo de Notas do 22º Subdistrito - Tucuruvi, São Paulo - SP",São Paulo,mec@cartoriotucuruvi.com.br,"Avenida Nova Cantareira, 1438",Tucuruvi,SAO PAULO,1,0,SP,45587961000182,1122613148,8726,Notas -> Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1129530125,,MARIA ELENA CASTAGNOLI COSTA NEVES
11.132-8,111328,1976-08-11,Liberdade,1503001,,18º Registro de Imóveis,,bernardo@ods.com.br,"Av. Liberdade, 701",,SAO PAULO,1,0,SP,45576733000107,1132097924,8735,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132097700,,BERNARDO OSWALDO FRANCEZ
11.272-2,112722,1742-06-24,República,01220010,,2º TABELIÃO DE NOTAS DE SÃO PAULO,,contato@segundonotas.com.br,"RUA REGO FREITAS, 133",,SAO PAULO,1,0,SP,22901777000160,1132210720,8762,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1133578844,,ANDERSON HENRIQUE TEIXEIRA NOGUEIRA
11.334-0,113340,1873-01-01,CONSOLAÇÃO,1046913,LOJA 23,3º TABELIÃO DE NOTAS DE SÃO PAULO,,3tn@3tn.com.br,AVENIDA SÃO LUIS Nº 192,,SAO PAULO,1,0,SP,61648457000100,1131208624,8778,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131208600,,MATEUS BRANDÃO MACHADO
11.518-8,115188,1911-03-01,Mooca,03104002,,Oficial de Registro Civil das Pessoas Naturais do 16º Subdistrito - Mooca da Comarca da Capital,,cartoriodamooca@cartoriodamooca.com.br,Rua da Mooca 2338,16º Subdistrito - Mooca,SAO PAULO,1,0,SP,67971564000142,1138042169,8793,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138042169,,LUIZ ORLANDO DE BARROS SEGALA
11.881-0,118810,1984-11-14,Silva Teles,8140000,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIÃO DE NOTAS-DISTRITO DO ITAIM PAULISTA -SÃO PAULO (SP),ITAIM PAULISTA,cartorioadm@yahoo.com.br,rua Tiburcio de Souza 215,,SAO PAULO,1,0,SP,00818296000152,1129631400,8797,Registro Civil das Pessoas Naturais -> Notas,São Paulo,3828,VAGO,São Paulo,20,SP,1129632759,1125672500,PEDRO VITOR BARBAROTO RIBEIRO
11.113-8,111138,1939-10-07,Vila Madalena,05432010,1º e 2º andares,10º Oficial de Registro de Imóveis de São Paulo,,10risp@10risp.com.br,"Rua Inácio Pereira da Rocha, 142",,SAO PAULO,1,0,SP,45565710000105,1151862800,8806,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1151862800,,FLAVIANO GALHARDO
11.374-6,113746,1939-05-15,REPÚBLICA,01220000,,8º OFICIAL DE REGISTRO DE IMÓVEIS,,oitavo@oitavo.com.br,"RUA BENTO DE FREITAS, 256",,SAO PAULO,1,0,SP,45564853000194,1132918089,8817,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132918080,,JOELCIO ESCOBAR
11.504-8,115048,1921-06-13,PERDIZES,05005001,,19º CARTÓRIO DE REGISTRO CIVIL - PERDIZES,,INFO@19CARTORIO.COM.BR,"RUA TURIASSU, Nº 433",PERDIZES,SAO PAULO,1,0,SP,96291695000187,,8832,Registro Civil das Pessoas Naturais,São Paulo,3828,VAGO,São Paulo,20,SP,1138644550,1138629209,HIRAM CARRARA NETO
11.349-8,113498,1925-12-09,Vila Olimpia,4547130,,4º Registro de Imóveis de São Paulo,,info@4risp.com.br,"Al. Vicente PInzon, 173, 11º andar","Jardim Paulista, Sé e Bela Vista",SAO PAULO,1,0,SP,45564879000132,1130545665,8886,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1130545655,,MARIA ROSA SOTTANO CONSTANTINO DOS SANTOS
11.237-5,112375,1934-11-10,Vila Olimpia,04537080,,28º Oficial Registro Civil Jardim Paulista,,28oficial@uol.com.br,"Rua Comendador Miguel Calfat, nº 70",28º SUBDISTRITO JARDIM PAULISTA,SAO PAULO,1,0,SP,22731990000170,1130456039,8909,Registro Civil das Pessoas Naturais,São Paulo,3828,VAGO,São Paulo,20,SP,1130450929,,WILSON ROBERTO DAS NEVES 
11.514-7,115147,1899-09-23,SANTA CECÍLIA,1232010,,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 11º SUBDISTRITO DE SANTA CECÍLIA,SÃO PAULO,registrosantacecilia@terra.com.br,"RUA CONSELHEIRO BROTERO, 879",SANTA CECÍLIA,SAO PAULO,1,0,SP,69122760000178,1138268302,8913,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1136672642,1136673388,FERNANDO NAVARRO
11.515-4,115154,1907-04-15,Cambuci,01540020,,Oficial de Registro Civil das Pessoas Naturais do 12º Subº Cambuci,São Paulo,contato@cartoriodocambuci.com.br,"R: Albuquerque Maranhão, nº 106",Cambuci,SAO PAULO,1,0,SP,00708049000101,,8926,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132071086,1132754840,ROBERTO DE ALMEIDA
11.229-2,112292,1940-10-18,CENTRO,1008000,,21° TABELIÃO DE NOTAS DA COMARCA DE SÃO PAULO - CAPITAL,São Paulo,21tabeliao@21tabeliao.com.br,"RUA LIBERO BADARÓ, 386",São Paulo,SAO PAULO,1,0,SP,45572484000181,1132919518,8928,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132919500,,LUIZ AFFONSO SPAGNUOLO MEDINA
11.121-1,111211,1942-11-21,Ibirapuera,04001140,,14º Oficial de Registro de Imóveis,,oficial@14ri.com.br,"Rua Jundiaí, 50, 7º andar",,SAO PAULO,1,0,SP,45565413000151,1138852707,8933,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138856891,,RICARDO NAHAT
11.119-5,111195,1941-10-26,JARDIM PAULISTA,1435001,,13º OFICIAL DE REGISTRO DE IMÓVEIS DE SÃO PAULO,,arclapis@13registro.com.br,"AVENIDA SÃO GABRIEL Nº 201, 1º ANDAR",,SAO PAULO,1,0,SP,45572393000146,1137042666,8937,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131672860,,ARMANDO CLÁPIS
11.114-6,111146,1992-08-07,CENTRO,01013001,2º ANDAR,10º OFICIAL DE REGISTRO DE TÍTULOS E CIVIL DAS PESSOAS JURÍDICAS,SAO PAULO,renata@10rtd.com.br,"RUA XV DE NOVEMBRO, 251",SAO PAULO,SAO PAULO,1,1,SP,22919536000148,1131171026,8972,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,CONVERSÃO EM DILIGÊNCIA,São Paulo,20,SP,1131150282,,RENATA CRISTINA DE OLIVEIRA SANTOS AOKI
11.343-1,113431,1964-06-16,Vila Brasilândia,02860001,,40º ORCPN   -   subdistrito   B R A S I L Â N D I A,,sub40brasilandia@hotmail.com,"Av. Deputado Cantídio Sampaio, 1457",40º,SAO PAULO,1,0,SP,45587243000106,1138595544,8978,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1138595533,,LUIZ FERNANDO MATHEUS
12.116-0,121160,1892-09-22,Sé,01017000,1ºandar  sala  11/12,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DO PRIMEIRO SUBDISTRITO SÉ-SP,SÉ,cartoriosesp@uol.com.br,Av.Rangel Pestana 271 1º andar,Primeiro Subdistrito Sé,SAO PAULO,1,0,SP,68968916000173,1132422515,8981,Registro de Interdições e Tutelas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132422515,,GENY DE JESUS MACEDO MORELLI
11.365-4,113654,1977-05-11,Centro-Sé,01005000,terreo,6º Oficial de Registro de Títulos e Documentos e Civil de Pessoa Jurídica,Centro,oficial6rtd@6rtd.com.br,"Rua Benjamin Constant, 152",Sé,SAO PAULO,1,0,SP,45565314000170,1131063142,8982,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131070031,,RADISLAU LAMOTTA
11.914-9,119149,1891-04-30,Santana,02018000,,Oficial de Registro Civil de Pessoas Naturais do 8º Subdistrito Santana,São Paulo,cartoriodesantana@gmail.com,"Rua Amaral Gama, 102",Santana,SAO PAULO,1,0,SP,18381824000114,1123441717,8992,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1123441717,,VINíCIUS BARBOSA OLIVEIRA
11.235-9,112359,1975-11-25,CENTRO,01046001,,27º TABELIONATO DE NOTAS DA CAPITAL,SAO PAULO,contato@27cartorio.com.br,AVENIDA SÃO LUIS 59,SAO PAULO,SAO PAULO,1,0,SP,45564804000151,1131245029,8993,Notas,São Paulo,3828,VAGO,São Paulo,20,SP,1131245000,1131245025,LUCIANO DE MARIA SCHIMIDT 
11.159-1,111591,1906-09-28,Centro,01008010,,1º Oficial de Registro de Títulos e Documentos e Civil de Pessoas Jurídicas de São Paulo,,corregedoria@1rtd.com.br,Rua Doutor Miguel Couto nº 44,,SAO PAULO,1,0,SP,45564895000125,1131048770,9009,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131048770,,PAULO ROBERTO DE CARVALHO RêGO
11.127-8,111278,1944-05-19,JARDIM PAULISTA,1405002,,16º OFICIAL DE REGISTRO DE IMÓVEIS,,16ri@16ri.com.br,RUA PAMPLONA Nº 1593,,SAO PAULO,1,1,SP,45576758000100,1135720584,9019,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1135720550,1135720553,VANDA MARIA DE OLIVEIRA PENNA ANTUNES DA CRUZ
11.503-0,115030,1934-08-30,Indianópolis,04517050,,Oficial de Registro Civil das Pessoas Naturais - 24º Subdistrito Indianópolis,,diretoria@cartoriodeindianopolis.com.br,Avenida dos Eucaliptos nº 679,Indianópolis,SAO PAULO,1,0,SP,00491751000158,1155431519,9021,Registro Civil das Pessoas Naturais,São Paulo,3828,PROVIDO,São Paulo,20,SP,1155431519,1150962170,IRACEMA BOQUETTI MEROLA
11.120-3,111203,1920-05-08,CAMPO BELO,4601001,,13º TABELIÃO DE NOTAS DE SÃO PAULO-SP,,13tabeliao@uol.com.br,"RUA PRINCESA ISABEL, 363",,SAO PAULO,1,0,SP,45565397000105,1150417622,9026,Notas,São Paulo,3828,PROVIDO,São Paulo,20,SP,1150417622,1155357858,AVELINO LUIS MARQUES
11.125-2,111252,1944-05-15,CENTRO,01037001,,15º. OFICIAL DE REGISTRO DE IMOVEIS DE SAO PAULO,,sac@decimoquinto.com.br,"RUA CONSELHEIRO CRISPINIANO, 29 - 4. ANDAR",,SAO PAULO,1,0,SP,45565876000113,1131050761,9074,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1132559844,,ROSVALDO CASSARO
11.233-4,112334,1964-06-13,LAPA,05076000,,25º TABELIÃO DE NOTAS,SÃO PAULO,tab.milani@uol.com.br,"RUA AFONSO SARDINHA, 290",LAPA,SAO PAULO,1,0,SP,45588639000178,1138327551,9093,Notas,São Paulo,3828,CONVERSÃO EM DILIGÊNCIA,São Paulo,20,SP,1138361522,1138340060,MARIA ANTONIETA DE ALMEIDA MILANI
11.377-9,113779,1939-05-15,Cerqueira Cesar,1304001,,9º Oficial de Registro de Imóveis de São Paulo - SP,Itaquera,nonoregistro@terra.com.br,"Rua Augusta, 1058",Tatuapé / Vila Formosa,SAO PAULO,1,0,SP,45705514000180,0,9123,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1131220020,1132588188,FRANCISCO RAYMUNDO
11.118-7,111187,1939-10-07,Penha de França,03633000,,12º Oficio de Registro de Imóveis,,12ri@12ri.com.br,Rua Major Angelo Zanchi n.623,,SAO PAULO,1,0,SP,45576774000101,1122934740,9147,Registro de Imóveis,São Paulo,3828,PROVIDO,São Paulo,20,SP,1122950152,,BENEDITO JOSé MORAIS DIAS
